Date,PX_LAST,PX_VOLUME
9/25/2015,145.42,3474429
9/28/2015,142.52,4317302
9/29/2015,142.47,4763509
9/30/2015,144.97,3946168
10/1/2015,143.59,3880887
10/2/2015,144.58,3054428
10/5/2015,149.04,5131819
10/6/2015,148.78,3018096
10/7/2015,150.09,2989943
10/8/2015,152.28,4794357
10/9/2015,152.39,3531107
10/12/2015,151.14,3227636
10/13/2015,149.62,3915707
10/14/2015,150.01,3353008
10/15/2015,150.09,3476219
10/16/2015,150.39,3483739
10/19/2015,149.22,7954684
10/20/2015,140.64,16025591
10/21/2015,140.92,7134948
10/22/2015,144.09,5583167
10/23/2015,144.68,5370439
10/26/2015,143.66,3489428
10/27/2015,137.86,15008527
10/28/2015,140.83,8511376
10/29/2015,140.55,3710445
10/30/2015,140.08,3983990
11/2/2015,140.37,3822212
11/3/2015,141.88,4349405
11/4/2015,141.63,3516890
11/5/2015,139.89,5096893
11/6/2015,138.25,4744948
11/9/2015,135.31,8075593
11/10/2015,135.47,4520807
11/11/2015,135.02,3164806
11/12/2015,133.04,4701365
11/13/2015,131.75,4613817
11/16/2015,133.71,4190827
11/17/2015,133.82,2815142
11/18/2015,135.82,4149181
11/19/2015,136.74,4753603
11/20/2015,138.5,5176375
11/23/2015,138.46,5137922
11/24/2015,138.6,3407653
11/25/2015,138,3238166
11/27/2015,138.46,1415840
11/30/2015,139.42,4545587
12/1/2015,141.28,4195119
12/2/2015,139.7,3725363
12/3/2015,138.92,5909588
12/4/2015,140.43,4571608
12/7/2015,139.55,3279376
12/8/2015,138.05,3905155
12/9/2015,136.61,4614993
12/10/2015,136.78,4222329
12/11/2015,134.57,5333767
12/14/2015,135.93,5143787
12/15/2015,137.79,4238546
12/16/2015,139.29,4345474
12/17/2015,136.75,4089539
12/18/2015,134.9,10026106
12/21/2015,135.5,5617475
12/22/2015,137.93,4263828
12/23/2015,138.54,5164916
12/24/2015,138.25,1495226
12/28/2015,137.61,3143412
12/29/2015,139.78,3943691
12/30/2015,139.34,2989367
12/31/2015,137.62,3462077
1/4/2016,135.95,5229381
1/5/2016,135.85,3924793
1/6/2016,135.17,4310939
1/7/2016,132.86,7025760
1/8/2016,131.63,4762706
1/11/2016,133.23,4974436
1/12/2016,132.9,5078678
1/13/2016,131.17,4700115
1/14/2016,132.91,5709615
1/15/2016,130.03,9008460
1/19/2016,128.11,9979587
1/20/2016,121.86,16157796
1/21/2016,122.91,8851641
1/22/2016,122.5,9238362
1/25/2016,122.08,5445956
1/26/2016,122.59,4617777
1/27/2016,120.96,5026367
1/28/2016,122.22,3942537
1/29/2016,124.79,8248087
2/1/2016,124.83,3574884
2/2/2016,122.94,3287318
2/3/2016,124.72,6223534
2/4/2016,127.65,5266450
2/5/2016,128.57,7177706
2/8/2016,126.98,7364043
2/9/2016,124.07,5957204
2/10/2016,120.19,6469133
2/11/2016,117.85,7307632
2/12/2016,121.04,4936514
2/16/2016,122.74,4061382
2/17/2016,126.1,4820982
2/18/2016,132.45,9951644
2/19/2016,133.08,5125276
2/22/2016,133.77,4457444
2/23/2016,132.4,3439731
2/24/2016,132.8,4122624
2/25/2016,134.5,4358305
2/26/2016,132.03,4386249
2/29/2016,131.03,4427994
3/1/2016,134.37,3788514
3/2/2016,136.3,5217230
3/3/2016,137.8,5156429
3/4/2016,137.8,3968423
3/7/2016,140.15,5170975
3/8/2016,139.07,5579131
3/9/2016,140.41,4406481
